CTUID,CTNAME,CMAUID,CMANAME,CMATYPE,CMAPUID,PRUID,PRNAME,82110000,82210000,82220000,82440000,82990000,51410000,54110000,54210000,54310000,54510000,54610000,92240000,92210000,79990000
5620007,7,562,Sarnia,K,35562,35,Ontario,1,2,0,0,17,0,5,0,0,0,4,1,4,10
5590003.02,3.02,559,Windsor,B,35559,35,Ontario,1,1,0,0,8,0,1,1,0,0,0,0,0,1
5350365,365,535,Toronto,B,35535,35,Ontario,7,4,0,0,4,0,9,0,0,0,1,0,0,0
4210037,37,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4210027,27,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,2,0,1,0,0,0,0,0,0,1
4420205.01,205.01,442,Trois-Rivières,B,24442,24,Quebec / Québec,2,0,0,0,0,0,3,1,0,0,1,0,19,1
9330400.02,400.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,3,0,0,0,0,0,0,0,0,0,0,1,1,0
5410131.01,131.01,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,6,1,0,0,9,0,4,0,0,0,0,1,1,3
4620521.05,521.05,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,0,0,2,0,0,0,0,0,0,0
5350810.01,810.01,535,Toronto,B,35535,35,Ontario,6,0,0,0,2,0,0,0,0,0,0,0,0,0
4210028,28,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,0,0,2,0,0,0,1,0,0,0
9150019.01,19.01,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,3,4,0,0,1,0,3,0,2,0,0,2,0,6
8250001.25,1.25,825,Calgary,B,48825,48,Alberta,3,0,0,0,2,0,1,0,0,0,0,0,0,0
4620652.01,652.01,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,2,1,1,0,0,0,0,0,0,1
4620279,279,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,21,0,8,0,1,0,2,2,1,2
5390102.02,102.02,539,St. Catharines - Niagara,B,35539,35,Ontario,3,0,0,0,0,1,2,0,0,0,0,2,0,0
5620003,3,562,Sarnia,K,35562,35,Ontario,2,1,0,0,0,0,4,0,1,0,0,1,0,0
4620580.01,580.01,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,0,0,3,0,0,0,0,0,0,1
9700005,5,970,Prince George,K,59970,59,British Columbia / Colombie-Britannique,5,0,0,0,0,0,2,0,0,0,0,0,0,0
4620688.03,688.03,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,1,0,2,0,0,0,1,3,0,2
5350353.04,353.04,535,Toronto,B,35535,35,Ontario,2,1,0,0,6,0,4,0,0,0,2,0,0,0
5750101,101,575,North Bay,K,35575,35,Ontario,5,0,0,0,2,0,0,0,0,0,0,0,0,2
8250049.02,49.02,825,Calgary,B,48825,48,Alberta,4,0,0,0,1,0,0,0,0,0,0,0,0,1
3200015,15,320,Fredericton,K,13320,13,New Brunswick / Nouveau-Brunswick,1,0,0,0,1,0,1,0,0,0,0,0,0,2
4620593.02,593.02,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,0,0,2,0,0,0,0,0,0,0
5590140,140,559,Windsor,B,35559,35,Ontario,5,0,0,0,2,0,0,0,0,0,0,0,0,0
9330225.01,225.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,0,0,0,1,0,1,0,0,0,0,0,0,1
5350377.04,377.04,535,Toronto,B,35535,35,Ontario,3,1,0,0,1,0,0,0,0,1,0,0,0,0
9330143.01,143.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9330260.09,260.09,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,5,1,0,0,14,0,3,1,0,0,3,1,2,8
9300028,28,930,Chilliwack,K,59930,59,British Columbia / Colombie-Britannique,12,0,0,0,0,0,6,0,0,0,2,1,3,4
5370212,212,537,Hamilton,B,35537,35,Ontario,2,0,0,0,3,0,0,0,0,0,0,0,0,0
9330143.02,143.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,3,0,0,0,1,0,0,1,2,0,1,0,0,0
5350410.02,410.02,535,Toronto,B,35535,35,Ontario,5,1,0,0,2,0,1,0,1,1,0,0,0,0
5370130.02,130.02,537,Hamilton,B,35537,35,Ontario,1,1,0,0,0,0,1,0,0,0,1,0,0,0
3100026,26,310,Saint John,B,13310,13,New Brunswick / Nouveau-Brunswick,1,0,0,0,0,0,1,1,0,0,1,0,0,2
9330184.06,184.06,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,8,4,0,0,1,0,2,0,1,0,0,0,0,0
5050021,21,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,7,0,0,0,1,0,5,0,0,0,0,0,0,2
5050711,711,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,3,1,0,0,1,0,3,0,0,0,0,1,0,0
5410022,22,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,0,0,0,0,1,0,4,0,0,0,0,0,0,3
5320002.01,2.01,532,Oshawa,B,35532,35,Ontario,27,0,0,0,0,1,1,0,0,0,0,0,0,2
5390241,241,539,St. Catharines - Niagara,B,35539,35,Ontario,2,0,0,0,2,0,1,1,0,0,0,0,0,10
5050053,53,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,6,0,0,0,5,0,7,0,0,0,0,0,4,0
4620396,396,462,Montréal,B,24462,24,Quebec / Québec,4,1,0,0,1,0,2,0,0,0,0,0,0,2
5350509.02,509.02,535,Toronto,B,35535,35,Ontario,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4620758.04,758.04,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7050102,102,705,Regina,B,47705,47,Saskatchewan,4,8,0,0,3,0,3,1,1,0,0,2,1,11
5590034,34,559,Windsor,B,35559,35,Ontario,3,0,0,0,0,0,2,3,0,0,2,0,0,1
4620325.01,325.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,3,1,0,0,2,2,0,0
4620886.03,886.03,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,0,0,1,0,0,0,1,0,0,0
9330111.03,111.03,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,2,0,0,9,0,1,1,1,0,1,2,0,9
4620007,7,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,2,0,4,0,0,0,1,0,0,1
5350123,123,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350612.1,612.1,535,Toronto,B,35535,35,Ontario,1,0,0,0,1,1,0,0,0,0,1,0,0,1
5390100,100,539,St. Catharines - Niagara,B,35539,35,Ontario,4,0,0,0,5,0,1,1,0,0,1,1,0,2
5390203.01,203.01,539,St. Catharines - Niagara,B,35539,35,Ontario,6,0,0,0,3,0,4,0,0,1,1,0,0,2
8350104.25,104.25,835,Edmonton,B,48835,48,Alberta,2,0,0,0,0,0,0,0,1,0,0,0,0,0
4210320.01,320.01,421,Québec,B,24421,24,Quebec / Québec,3,0,0,0,5,0,2,2,0,0,3,0,0,1
5350136.01,136.01,535,Toronto,B,35535,35,Ontario,3,1,0,0,3,0,3,0,0,0,3,0,0,0
4620274,274,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,0,0,3,0,1,0,2,0,0,1
5050811.02,811.02,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,9,0,0,0,1,0,2,0,0,0,0,1,0,4
8350104.26,104.26,835,Edmonton,B,48835,48,Alberta,4,1,0,0,0,0,1,0,0,1,1,0,0,5
9330187.06,187.06,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,5,1,0,0,2,0,0,0,1,0,0,0,0,0
5430006,6,543,Brantford,B,35543,35,Ontario,4,4,0,0,20,2,8,1,1,0,2,1,0,9
4210119.02,119.02,421,Québec,B,24421,24,Quebec / Québec,3,0,0,0,1,0,3,2,0,0,0,1,16,4
4620195.03,195.03,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,3,0,1,0,0,0,0,1
5350622,622,535,Toronto,B,35535,35,Ontario,6,0,0,0,12,0,2,0,0,0,2,0,0,1
3050005,5,305,Moncton,B,13305,13,New Brunswick / Nouveau-Brunswick,2,0,0,0,1,0,3,0,0,0,0,0,1,3
8250045,45,825,Calgary,B,48825,48,Alberta,3,0,0,0,0,0,8,0,0,0,0,1,0,3
6020021,21,602,Winnipeg,B,46602,46,Manitoba,2,2,0,0,2,0,8,0,0,0,2,0,0,3
4620730.02,730.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,4,0,1,0,0,0,0,1
4620750.01,750.01,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,0,0,1,0,0,0,0,0,0,1
4210280.02,280.02,421,Québec,B,24421,24,Quebec / Québec,1,0,0,0,2,0,2,1,0,0,0,0,0,1
4620825.05,825.05,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,4,0,3,0,0,0,0,0,0,3
2050102,102,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,5,1,0,0,14,1,3,0,0,0,1,5,2,7
9330101.04,101.04,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,3,1,0,0,24,1,7,2,2,0,8,4,1,7
4620515.01,515.01,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,0,0,0,0,0,0,0,0,0,2
4620220,220,462,Montréal,B,24462,24,Quebec / Québec,1,1,0,0,10,3,10,3,2,1,3,0,1,3
5500001.08,1.08,550,Guelph,B,35550,35,Ontario,0,0,0,0,3,0,0,0,0,0,0,0,0,1
4210210.02,210.02,421,Québec,B,24421,24,Quebec / Québec,1,0,0,0,0,0,0,1,0,0,0,2,0,0
5350401.17,401.17,535,Toronto,B,35535,35,Ontario,4,0,0,0,1,0,3,1,0,1,0,0,0,0
5350376.08,376.08,535,Toronto,B,35535,35,Ontario,2,2,0,0,0,0,2,0,0,0,2,0,0,0
5550051,51,555,London,B,35555,35,Ontario,1,2,0,0,1,0,0,0,0,0,0,1,0,1
4420009,9,442,Trois-Rivières,B,24442,24,Quebec / Québec,2,0,0,0,2,0,0,0,0,0,1,0,0,0
4420304,304,442,Trois-Rivières,B,24442,24,Quebec / Québec,1,0,0,0,0,0,2,0,0,0,0,2,0,0
5350169.02,169.02,535,Toronto,B,35535,35,Ontario,2,0,0,0,0,0,2,0,0,1,0,0,0,1
8250059,59,825,Calgary,B,48825,48,Alberta,0,0,0,0,9,0,6,2,0,0,2,0,0,4
5550017,17,555,London,B,35555,35,Ontario,0,0,0,0,7,0,1,0,0,0,1,0,0,1
5350250.05,250.05,535,Toronto,B,35535,35,Ontario,10,0,0,0,2,0,2,1,0,0,1,0,0,0
5050601.03,601.03,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,5,0,0,0,1,0,1,0,0,0,0,0,0,0
5500010.02,10.02,550,Guelph,B,35550,35,Ontario,3,1,0,0,2,0,2,0,0,1,2,0,0,1
5350193,193,535,Toronto,B,35535,35,Ontario,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8350054,54,835,Edmonton,B,48835,48,Alberta,9,3,0,0,5,1,3,0,0,0,1,1,25,6
6020542,542,602,Winnipeg,B,46602,46,Manitoba,3,4,0,0,1,0,5,0,0,0,0,0,0,2
5350402.08,402.08,535,Toronto,B,35535,35,Ontario,6,0,0,0,1,0,1,0,0,0,0,1,0,1
9320207,207,932,Abbotsford - Mission,B,59932,59,British Columbia / Colombie-Britannique,4,0,0,0,0,0,1,0,0,0,0,1,0,1
9150003.02,3.02,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,3,0,0,0,0,0,0,0,0,0,1,1,0,0
5050005,5,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,8,1,0,0,10,0,8,5,0,1,5,0,0,1
4620060,60,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5350411.15,411.15,535,Toronto,B,35535,35,Ontario,4,0,0,0,10,0,5,1,1,0,3,0,0,5
5350635,635,535,Toronto,B,35535,35,Ontario,9,0,0,0,11,0,2,1,0,0,1,0,0,4
3050004,4,305,Moncton,B,13305,13,New Brunswick / Nouveau-Brunswick,2,2,0,0,2,0,3,0,0,0,0,0,0,1
5370080.03,80.03,537,Hamilton,B,35537,35,Ontario,3,0,0,0,1,0,1,0,0,0,0,0,0,0
8250038.06,38.06,825,Calgary,B,48825,48,Alberta,3,1,0,0,0,0,1,0,0,0,0,0,0,0
5350587.02,587.02,535,Toronto,B,35535,35,Ontario,5,0,0,0,2,0,0,0,0,0,2,2,0,16
4620676.02,676.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,2,0,0,0,0,0,0,1
4620050,50,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,3,0,0,0,0,0,0,1
8350040,40,835,Edmonton,B,48835,48,Alberta,8,0,0,0,0,0,0,0,0,0,0,2,0,2
5350324.06,324.06,535,Toronto,B,35535,35,Ontario,5,1,0,0,0,0,3,0,0,0,1,0,0,1
5590002.01,2.01,559,Windsor,B,35559,35,Ontario,4,0,0,0,1,2,3,0,0,0,0,0,0,1
5050171.08,171.08,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,4,0,0,0,1,0,3,0,0,0,1,0,0,7
4620871.01,871.01,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,2,0,3,0,0,0,0,0,0,1
9330060.02,60.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,1,0,5,0,0,0,3,0,0,2
5350098,98,535,Toronto,B,35535,35,Ontario,6,1,0,0,1,0,3,2,0,0,2,0,0,3
6020134,134,602,Winnipeg,B,46602,46,Manitoba,9,0,0,0,4,0,1,0,0,0,2,0,0,0
5050123.02,123.02,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,9,0,0,0,0,0,3,0,0,0,0,0,0,1
6020520.05,520.05,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5350102.02,102.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4210540,540,421,Québec,B,24421,24,Quebec / Québec,1,0,0,0,2,0,10,2,0,0,1,5,0,1
9150007,7,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,5,0,0,0,0,0,3,1,0,0,0,1,0,2
5550204.02,204.02,555,London,B,35555,35,Ontario,5,0,0,0,1,0,1,0,0,0,0,0,0,1
5550029,29,555,London,B,35555,35,Ontario,1,1,0,0,5,0,2,0,0,0,0,0,0,1
8350019.01,19.01,835,Edmonton,B,48835,48,Alberta,1,0,0,0,0,0,0,1,0,0,0,0,0,5
9330402.02,402.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,4,3,0,0,1,0,1,0,0,0,0,0,0,0
10015.01,15.01,1,St. John's,B,10001,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,2,2,0,0,1,0,3,0,0,0,0,0,12,4
4620290.09,290.09,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,2,0,0,0,0,0,0,0
9250110,110,925,Kamloops,K,59925,59,British Columbia / Colombie-Britannique,1,0,0,0,0,0,0,0,0,0,0,1,1,2
8350001.06,1.06,835,Edmonton,B,48835,48,Alberta,0,0,0,0,1,0,1,0,0,0,1,1,0,0
9350151.03,151.03,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,4,0,0,0,2,2,1,0,0,0,0,1,0,5
5350520.08,520.08,535,Toronto,B,35535,35,Ontario,4,3,0,0,6,0,2,0,0,0,0,0,0,2
4500008,8,450,Granby,K,24450,24,Quebec / Québec,1,0,0,0,2,0,5,1,0,0,0,3,1,3
9250005.02,5.02,925,Kamloops,K,59925,59,British Columbia / Colombie-Britannique,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5390003.02,3.02,539,St. Catharines - Niagara,B,35539,35,Ontario,4,0,0,0,4,0,1,0,0,0,0,0,0,0
9330053.02,53.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,0,0,0,1,0,1,0,0,0,0,0,0,1
5220300,300,522,Belleville,K,35522,35,Ontario,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5350261,261,535,Toronto,B,35535,35,Ontario,5,0,0,0,3,0,5,0,0,0,1,1,0,2
5050302,302,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,6,0,0,0,0,0,2,1,0,0,1,4,0,0
4620045,45,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7050100.03,100.03,705,Regina,B,47705,47,Saskatchewan,4,3,0,0,2,0,0,0,0,0,0,0,1,3
5350528.41,528.41,535,Toronto,B,35535,35,Ontario,10,0,0,0,26,16,10,1,0,2,6,7,5,12
2050017,17,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,3,0,0,0,1,0,0,0,0,0,0,0,0,0
8250068,68,825,Calgary,B,48825,48,Alberta,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4620415.03,415.03,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350805.02,805.02,535,Toronto,B,35535,35,Ontario,4,0,0,0,1,0,2,0,0,0,0,1,0,0
4210311.01,311.01,421,Québec,B,24421,24,Quebec / Québec,5,0,0,0,0,0,5,0,1,0,0,0,0,2
4210001.02,1.02,421,Québec,B,24421,24,Quebec / Québec,3,1,0,0,4,0,1,0,0,0,1,0,0,0
5410109.06,109.06,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,7,0,0,0,2,0,4,1,0,0,1,1,0,1
5350135,135,535,Toronto,B,35535,35,Ontario,9,1,0,0,16,0,5,3,0,0,2,2,0,8
9330036.02,36.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,4,0,0,0,1,1,7,1,0,0,1,0,0,0
8350012.02,12.02,835,Edmonton,B,48835,48,Alberta,5,0,0,0,3,0,0,0,0,0,2,0,0,7
9330502.05,502.05,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,3,0,0,1,0,0,2,1,0,0,0,0,9
5350442.02,442.02,535,Toronto,B,35535,35,Ontario,5,1,0,0,4,0,1,0,0,0,1,0,0,1
5590120.02,120.02,559,Windsor,B,35559,35,Ontario,6,0,0,0,2,0,0,1,0,0,0,0,0,0
5350576.2,576.2,535,Toronto,B,35535,35,Ontario,2,0,0,0,0,0,1,0,0,0,0,0,0,0
5500001.03,1.03,550,Guelph,B,35550,35,Ontario,6,2,0,0,3,0,1,0,0,0,0,1,0,3
9300026,26,930,Chilliwack,K,59930,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350527.09,527.09,535,Toronto,B,35535,35,Ontario,2,0,0,0,0,0,1,0,0,0,0,1,0,2
10008,8,1,St. John's,B,10001,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,0,0,0,0,0,0,2,0,0,0,0,0,0,4
5350639,639,535,Toronto,B,35535,35,Ontario,7,0,0,0,2,0,0,0,0,0,0,0,0,1
9350131,131,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,7,0,0,0,0,0,0,0,0,0,0,0,0,0
4620629,629,462,Montréal,B,24462,24,Quebec / Québec,5,0,0,0,2,0,5,0,0,0,0,0,0,0
4620156,156,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,3,2,1,0,0,0,0,0
6020116,116,602,Winnipeg,B,46602,46,Manitoba,3,2,0,0,4,0,3,0,0,0,1,1,0,2
5590018.02,18.02,559,Windsor,B,35559,35,Ontario,8,5,0,0,9,0,5,0,0,0,0,0,0,2
8350104.21,104.21,835,Edmonton,B,48835,48,Alberta,3,0,0,0,3,0,1,0,0,0,0,0,0,0
5350401.08,401.08,535,Toronto,B,35535,35,Ontario,5,0,0,0,1,0,1,0,0,0,0,2,0,1
4620856,856,462,Montréal,B,24462,24,Quebec / Québec,4,6,0,0,5,0,1,0,0,0,0,0,0,0
4210041.05,41.05,421,Québec,B,24421,24,Quebec / Québec,3,0,0,0,0,0,7,0,1,0,0,0,0,2
5370026.06,26.06,537,Hamilton,B,35537,35,Ontario,3,1,0,0,1,0,2,0,0,0,1,1,0,0
4620147,147,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,3,0,0,0,0,0,0,2
4210001.01,1.01,421,Québec,B,24421,24,Quebec / Québec,5,2,1,0,10,0,5,0,0,0,1,0,0,0
5350229,229,535,Toronto,B,35535,35,Ontario,0,1,0,0,2,0,0,0,0,0,0,1,0,0
4620012.01,12.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,6,0,0,0,0,0,0,0
9330004.01,4.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,1,0,0,0,1,2,0,0,0,0,0,0,0
5050025,25,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,12,0,0,0,3,0,2,0,0,1,0,0,0,0
5350362.01,362.01,535,Toronto,B,35535,35,Ontario,4,2,0,0,3,0,1,0,0,0,1,0,0,2
9250016,16,925,Kamloops,K,59925,59,British Columbia / Colombie-Britannique,5,0,0,0,0,0,2,0,0,0,1,0,0,1
4210100,100,421,Québec,B,24421,24,Quebec / Québec,4,3,0,0,0,0,0,0,0,0,0,0,0,4
3100012,12,310,Saint John,B,13310,13,New Brunswick / Nouveau-Brunswick,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8100102,102,810,Lethbridge,K,48810,48,Alberta,9,0,0,0,0,0,3,2,0,0,2,1,1,1
8350072,72,835,Edmonton,B,48835,48,Alberta,4,0,0,0,3,0,2,0,0,0,0,0,0,0
5320004.01,4.01,532,Oshawa,B,35532,35,Ontario,6,0,0,0,1,0,5,0,0,0,1,0,0,1
4620650.02,650.02,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,3,0,3,1,1,0,3,0,1,2
8250060,60,825,Calgary,B,48825,48,Alberta,6,2,0,0,4,0,3,0,0,0,1,0,0,0
5350341.03,341.03,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5050041,41,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,3,0,0,2,0,16,1,1,0,0,1,0,1
5210102,102,521,Kingston,B,35521,35,Ontario,2,0,0,0,0,0,3,1,0,0,1,0,0,0
9380008,8,938,Nanaimo,K,59938,59,British Columbia / Colombie-Britannique,3,0,0,0,2,0,0,0,0,0,0,1,0,1
8250077.2,77.2,825,Calgary,B,48825,48,Alberta,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5410109.01,109.01,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,3,0,0,0,1,0,1,0,0,0,0,0,0,0
3200011,11,320,Fredericton,K,13320,13,New Brunswick / Nouveau-Brunswick,4,0,0,0,1,0,1,0,0,0,0,1,0,2
4500100,100,450,Granby,K,24450,24,Quebec / Québec,3,0,0,0,5,0,5,0,0,0,3,8,1,11
8350121.07,121.07,835,Edmonton,B,48835,48,Alberta,2,0,0,0,0,0,2,0,0,0,0,0,1,0
5350476,476,535,Toronto,B,35535,35,Ontario,2,0,0,0,0,0,0,0,0,0,0,0,0,5
5350176,176,535,Toronto,B,35535,35,Ontario,3,3,0,0,2,0,8,0,0,0,1,0,0,0
4620095,95,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,3,0,1,0,0,0,0,1,0,2
8350090.2,90.2,835,Edmonton,B,48835,48,Alberta,3,0,0,0,1,0,2,0,0,0,0,0,0,0
8250001.29,1.29,825,Calgary,B,48825,48,Alberta,2,0,0,0,0,0,3,0,0,0,0,0,0,0
4620831.04,831.04,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,3,1,1,0,0,0,0,0
4620254,254,462,Montréal,B,24462,24,Quebec / Québec,4,0,0,0,5,0,5,1,0,0,4,0,0,0
7050002.02,2.02,705,Regina,B,47705,47,Saskatchewan,3,2,0,0,1,0,2,0,0,0,1,2,0,2
8250056,56,825,Calgary,B,48825,48,Alberta,6,1,0,0,8,0,3,1,0,0,1,0,0,1
4620520.03,520.03,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,1,2,0,0,0,1,0,0,0
5800110,110,580,Greater Sudbury / Grand Sudbury,B,35580,35,Ontario,0,0,0,0,0,0,1,0,0,1,0,0,0,4
5350528.39,528.39,535,Toronto,B,35535,35,Ontario,9,0,0,0,0,2,1,0,0,0,0,0,0,2
8250001.06,1.06,825,Calgary,B,48825,48,Alberta,4,1,0,0,1,0,1,0,0,0,0,1,0,1
5350403.05,403.05,535,Toronto,B,35535,35,Ontario,3,0,0,0,0,0,0,0,0,0,0,0,0,0
8250017.01,17.01,825,Calgary,B,48825,48,Alberta,11,0,0,0,4,0,3,0,0,0,0,0,0,2
8250050.07,50.07,825,Calgary,B,48825,48,Alberta,0,0,0,0,1,0,1,0,0,0,2,0,0,3
5550001.06,1.06,555,London,B,35555,35,Ontario,0,0,0,0,1,0,2,0,0,0,0,0,0,0
8250001.36,1.36,825,Calgary,B,48825,48,Alberta,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5050710.01,710.01,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,5,0,0,0,2,0,9,1,1,0,1,2,0,3
5050181.02,181.02,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,12,0,0,0,0,0,4,0,0,0,0,1,0,2
4620012.02,12.02,462,Montréal,B,24462,24,Quebec / Québec,3,2,1,0,0,0,2,1,0,0,0,0,0,0
5370068,68,537,Hamilton,B,35537,35,Ontario,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9330013.03,13.03,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,0,0,0,1,0,2,0,0,0,0,0,0,0
5050125.04,125.04,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,4,0,0,0,0,0,0,0,0,0,1,0,0,1
5350564.01,564.01,535,Toronto,B,35535,35,Ontario,4,1,0,0,1,0,1,0,0,0,0,0,0,1
4620310,310,462,Montréal,B,24462,24,Quebec / Québec,1,1,0,0,0,0,4,0,0,0,0,0,0,0
4420012.02,12.02,442,Trois-Rivières,B,24442,24,Quebec / Québec,3,0,0,0,4,0,3,1,0,0,1,0,0,1
4620888.03,888.03,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,4,0,1,0,0,0,1,0,0,0
5410014.04,14.04,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,4,0,0,0,2,0,1,0,0,0,0,1,0,2
5350377.02,377.02,535,Toronto,B,35535,35,Ontario,6,2,0,0,6,0,3,2,0,0,3,0,0,1
8350142.03,142.03,835,Edmonton,B,48835,48,Alberta,15,0,0,0,2,0,6,0,0,0,0,1,1,4
3100027.01,27.01,310,Saint John,B,13310,13,New Brunswick / Nouveau-Brunswick,38,0,0,0,0,0,0,0,1,0,0,0,0,0
4210039.02,39.02,421,Québec,B,24421,24,Quebec / Québec,1,0,0,0,2,0,2,0,1,0,0,0,0,0
5050051,51,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,6,0,0,0,3,0,7,0,0,0,0,0,0,1
4620677.06,677.06,462,Montréal,B,24462,24,Quebec / Québec,3,1,0,0,0,0,0,0,0,0,0,0,0,1
